{'姓名': '安喜县吏', '拼音': 'ān-xǐ-xiàn-lì', '效忠势力': '东汉', '性别': '男', '是否虚构': '虚构人物', '字': None, '生卒': None, '古代籍贯': None, '现代籍贯': None, '介绍': '刘备任安喜县尉时，督邮到县巡视并向刘备索贿，刘备拒绝。督邮于是威逼该县吏陷害刘备，县吏不从，由此发生了张飞怒打督邮的事件。'}
{'姓名': '公孙晃', '拼音': 'gōng-sūn-huǎng', '效忠势力': '东汉', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': '幽州辽东郡襄平', '现代籍贯': '辽宁辽阳市', '介绍': '襄平侯公孙康之长子。'}
{'姓名': '公孙康', '拼音': 'gōng-sūn-kāng', '效忠势力': '东汉', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': '幽州辽东郡襄平', '现代籍贯': '辽宁辽阳市', '介绍': '辽东太守公孙度长子。公孙度死后，任辽东太守，曾经斩了势穷来投的袁熙、袁尚兄弟，将二人首级送给曹操。死后，其弟公孙恭袭爵。'}
{'姓名': '公孙修', '拼音': 'gōng-sūn-xiū', '效忠势力': '东汉', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 238', '古代籍贯': '幽州辽东郡襄平', '现代籍贯': '辽宁辽阳市', '介绍': '公孙渊在城中粮尽，派人向司马懿请降，懿不准。渊乃与子公孙修密议停当，选下一千人马，当夜二更时分，开了南门，往东南而走。行不到十里，被司马懿拦住。公孙渊父子只得下马纳降，对面受戮。'}
{'姓名': '公孙渊', '拼音': 'gōng-sūn-yuān', '效忠势力': '东汉', '性别': '男', '是否虚构': '史实人物', '字': '文懿', '生卒': '？ - 238', '古代籍贯': '幽州辽东郡襄平', '现代籍贯': '辽宁辽阳市', '介绍': '燕王，公孙康之子。趁魏、吴骚乱之际自称燕王，发动叛乱，与魏对抗。败给司马懿率领的讨伐大军，被围困后乞降不被接受，与子修在欲出城逃跑时被斩杀。'}
{'姓名': '公孙越', '拼音': 'gōng-sūn-yuè', '效忠势力': '东汉', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 191', '古代籍贯': '幽州辽西郡令支', '现代籍贯': '河北唐山市迁安西五公里', '介绍': '公孙越，公孙瓒的弟弟，三国演义第7回登场。袁绍为夺取韩馥的冀州，曾诱公孙瓒起兵相威胁。韩馥让出冀州后，公孙瓒派公孙越出使袁绍，欲瓜分冀州土地，袁绍假意答应，却暗中派人冒充董卓家将将公孙越乱箭射死。公孙瓒闻讯后大怒，遂起兵攻打袁绍。'}
{'姓名': '公孙瓒', '拼音': 'gōng-sūn-zàn', '效忠势力': '东汉', '性别': '男', '是否虚构': '史实人物', '字': '伯圭', '生卒': '？ - 199', '古代籍贯': '幽州辽西郡令支', '现代籍贯': '河北唐山市迁安西五公里', '介绍': '东汉末年北平太守。与刘备为友。刘备起兵平黄巾之乱，瓒多有举荐。及董卓乱政，瓒响应曹操讨董卓檄文，起兵伐逆。后退守北方，因冀州地与袁绍争，交战多次，终为所败，于易京楼中引火自焚。'}
{'姓名': '龚景', '拼音': 'gōng-jǐng', '效忠势力': '东汉', '性别': '男', '是否虚构': '虚构人物', '字': None, '生卒': None, '古代籍贯': None, '现代籍贯': None, '介绍': '东汉末年青州太守。城为黄巾军所围，龚景乃向刘焉求救。焉遣刘备引军相救，龚景引兵出城夹击，大胜。青州之围遂解。'}
{'姓名': '郭胜', '拼音': 'guō-shèng', '效忠势力': '东汉', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': '荆州南阳郡宛', '现代籍贯': '河南南阳市', '介绍': '演义中十常侍之一。'}
{'姓名': '郭汜妻', '拼音': 'guō-sì-qī', '效忠势力': '东汉', '性别': None, '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': None, '现代籍贯': None, '介绍': '郭汜的妻子，中了杨彪夫人的离间计，挑拨了李傕和郭汜的关系，从而引发了李傕郭汜两人的火并。'}
{'姓名': '郭永', '拼音': 'guō-yǒng', '效忠势力': '东汉', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': '冀州巨鹿郡广宗', '现代籍贯': '河北邢台市威县东', '介绍': '安平广宗人。其女被曹丕纳为贵妃。郭永尝曰：“吾女乃女中之王也。”'}
{'姓名': '韩馥', '拼音': 'hán-fù', '效忠势力': '东汉', '性别': '男', '是否虚构': '史实人物', '字': '文节', '生卒': '？ - 192', '古代籍贯': '豫州颍川郡', '现代籍贯': '河南许昌市禹州', '介绍': '冀州牧。作为十八路诸侯之一曾率军讨伐董卓。后被袁绍用计夺了冀州，抛下妻儿去投奔张邈。'}
{'姓名': '韩融', '拼音': 'hán-róng', '效忠势力': '东汉', '性别': '男', '是否虚构': '史实人物', '字': '元长', '生卒': '？ - ？', '古代籍贯': '豫州颍川郡舞阳', '现代籍贯': '河南漯河市舞阳县西北', '介绍': '李傕、郭汜劫百官。融哭拜天子，愿舍命去说二贼罢兵。二贼后从其言，放百官及宫人归。'}
{'姓名': '韩遂', '拼音': 'hán-suì', '效忠势力': '东汉', '性别': '男', '是否虚构': '史实人物', '字': '文约', '生卒': '？ - 215', '古代籍贯': '凉州金城郡金城', '现代籍贯': '甘肃兰州市西北黄河南岸', '介绍': '东汉并州刺史。与马腾结为异姓兄弟，曾随马腾勤王，进攻李傕等人，因军粮不足被击败。后马腾被曹操诱入京城，遇害。出于兄弟之谊，韩遂与马腾之子马超联合，起兵进攻曹操，欲为马腾报仇。几番交战之后，马超、韩遂中曹操离间之际，马超对韩遂起疑，韩遂则密谋降曹，被马超发现，砍断左手，成为残疾之人。最终，马超败走，韩遂降曹操，被封为西凉侯。'}
{'姓名': '韩暹', '拼音': 'hán-xiān', '效忠势力': '东汉', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 197', '古代籍贯': None, '现代籍贯': None, '介绍': '河东郡“白波贼”的大将，与董承、杨奉等人一起护送献帝去洛阳。害怕曹操的威势，和杨奉联手与曹操敌对。后来被关羽、张飞杀死。'}
{'姓名': '郝萌', '拼音': 'hǎo-méng', '效忠势力': '东汉', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 196', '古代籍贯': '司隶河内郡', '现代籍贯': '河南焦作市武陟县西南', '介绍': '吕布健将。随布转战，引伏兵袭曹操，又于濮阳围曹操。后曹操、刘备联合攻布，布令郝萌、侯成、曹性引二百余骑接应顺。及布被围，谋士许汜、王楷劝布求婚于袁术，布乃令郝萌、张辽引兵一千，送许汜、王楷出隘口。郝萌将五百人，跟许汜、王楷而去。后郝萌等归，被张飞拦住。交马只一合，被飞生擒。刘备令将郝萌押往大寨见曹操。郝萌备说求救许婚一事。曹操大怒，斩萌于军门。'}
{'姓名': '何进', '拼音': 'hé-jìn', '效忠势力': '东汉', '性别': '男', '是否虚构': '史实人物', '字': '遂高', '生卒': '？ - 189', '古代籍贯': '荆州南阳郡宛', '现代籍贯': '河南南阳市', '介绍': '何进本身乃屠家，因妹入宫为贵人，生皇子辩，遂立为皇后。进由是得权重任。中平元年，黄巾张角等约期举事，角遣其党马元义暗赍金帛，结交中涓封谞，以为内应。并使弟子唐周驰书报封谞，谁知唐周乃径赴省中告变。帝召大将军何进，调兵擒马元义，斩之。次收封谞等一干人，下狱。黄巾之乱始，何进遣军讨之。六年，帝疾笃，进立皇子辩为帝，赐董太后死。因蹇硕欲诛何进，何进入宫诛之。后十常侍张让等欲杀进，伪太后诏召进入宫，杀之。袁绍等见何进被害，遂杀入宫中，尽灭宦官。后董卓废汉少帝，又迫杀太后，杀舞阳君，何氏遂亡，而汉室亦自此败乱。'}
{'姓名': '何苗', '拼音': 'hé-miáo', '效忠势力': '东汉', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 189', '古代籍贯': '荆州南阳郡宛', '现代籍贯': '河南南阳市', '介绍': '何进弟。张让、段珪等十常侍见董太后被废，遂皆以金珠玩好结构何进弟何苗。受十常侍收买，何苗劝何太后阻止何进诛十常侍。后张让，段珪于宫中将何进杀死，袁绍等攻入皇宫诛杀宦官，何苗被何进部将吴匡所诛。'}
{'姓名': '何颙', '拼音': 'hé-yóng', '效忠势力': '东汉', '性别': '男', '是否虚构': '史实人物', '字': '伯求', '生卒': '？ - ？', '古代籍贯': '荆州南阳郡襄乡', '现代籍贯': '湖北襄阳市枣阳东北', '介绍': '南阳人，汉末朝中大臣。曾认为汉室将亡，安天下者，必曹操。跟随何进扶立太子辩即皇帝位。'}
{'姓名': '侯览', '拼音': 'hóu-lǎn', '效忠势力': '东汉', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 172', '古代籍贯': '兖州山阳郡防东', '现代籍贯': '山东菏泽市单县东北', '介绍': '三国演义里十常侍之一。'}
{'姓名': '胡才', '拼音': 'hú-cái', '效忠势力': '东汉', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': None, '现代籍贯': None, '介绍': '河东故白波帅之一。李傕、郭汜合兵追帝，杨奉、董承密传圣旨往河东，急召故白波帅韩暹、李乐、胡才三处军兵，前来救应。胡才被乱军所杀。'}
{'姓名': '胡华', '拼音': 'hú-huá', '效忠势力': '东汉', '性别': '男', '是否虚构': '虚构人物', '字': None, '生卒': None, '古代籍贯': None, '现代籍贯': None, '介绍': '汉桓帝时议郎，后致仕归乡。关羽千里寻兄，曾于其庄上投宿，并为他递送写给儿子胡班的家书。'}
{'姓名': '胡邈', '拼音': 'hú-miǎo', '效忠势力': '东汉', '性别': '男', '是否虚构': '史实人物', '字': '敬才', '生卒': '？ - ？', '古代籍贯': '凉州安定郡临泾', '现代籍贯': '甘肃庆阳市镇原县南', '介绍': '献帝时侍中。李傕、郭汜交兵，献帝知皇甫郦能言，诏使其往两边解和，不成，郦大叫曰：“李傕不奉诏，欲弑君自立。”侍中胡邈急止之曰：“无出此言，恐于身不利。”郦叱之曰：“胡敬才，汝亦为朝廷之臣，如何附贼？君辱臣死，吾被李傕所杀，乃分也。”大骂不止。帝知之，急令皇甫郦回西凉。'}
{'姓名': '皇甫郦', '拼音': 'huáng-fǔ-lì', '效忠势力': '东汉', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - ？', '古代籍贯': '凉州', '现代籍贯': '甘肃天水市张家川回族自治县', '介绍': None}
{'姓名': '皇甫嵩', '拼音': 'huáng-fǔ-sōng', '效忠势力': '东汉', '性别': '男', '是否虚构': '史实人物', '字': '义真', '生卒': '？ - 195', '古代籍贯': '凉州安定郡朝那', '现代籍贯': '宁夏固原市东南', '介绍': '黃巾反，以嵩为左车骑将军讨之。嵩计以火攻大破张梁、张宝。掘张角墓，传首京师。后免职，董卓亡，拜嵩太尉。'}
{'姓名': '黄奎', '拼音': 'huáng-kuí', '效忠势力': '东汉', '性别': '男', '是否虚构': '虚构人物', '字': None, '生卒': None, '古代籍贯': '荆州江夏郡[魏]安陆', '现代籍贯': '湖北孝感市安陆西北', '介绍': '黄琬之子，与进京的马腾一同密谋杀曹操，后因事机败露而全家被斩。'}
{'姓名': '黄琬', '拼音': 'huáng-wǎn', '效忠势力': '东汉', '性别': '男', '是否虚构': '史实人物', '字': '子琰', '生卒': '141 - 192', '古代籍贯': '荆州江夏郡[魏]安陆', '现代籍贯': '湖北孝感市安陆西北', '介绍': '卓议迁都长安，琬与司徒杨彪同谏不从，免官。后启为司隶校尉，与司徒王允同谋诛卓。'}
{'姓名': '吉本', '拼音': 'jí-běn', '效忠势力': '东汉', '性别': '男', '是否虚构': '史实人物', '字': '称平', '生卒': '？ - 218', '古代籍贯': None, '现代籍贯': None, '介绍': '演义中为，吉本在此为吉平或吉太，曾参与董承等人刺杀曹操的计划。建安五年，元旦朝贺，国舅董承见曹公骄横愈甚，感愤成疾。帝知国舅染病，令随朝太医平前去医治。平到承府用药调治，旦夕不离，知其有杀曹之心，遂与之谋，咬指为誓。后承家奴泄密，曹公诈患头风，召平用药。平暗下毒药，公知之，将平执下至后园严刑拷问。后公以平与承对质，截平九指，平起身望阙拜曰：“臣不能为国家除贼，乃天数也！”拜毕，撞阶而死。公令分其肢体号令。'}
{'姓名': '吉邈', '拼音': 'jí-miǎo', '效忠势力': '东汉', '性别': '男', '是否虚构': '史实人物', '字': '文然', '生卒': '？ - 218', '古代籍贯': None, '现代籍贯': None, '介绍': '太医令吉本之子。与弟吉穆、少府耿纪、司直韦晃、金祎等千余人在许昌起事反曹操，败死。'}
{'姓名': '吉穆', '拼音': 'jí-mù', '效忠势力': '东汉', '性别': '男', '是否虚构': '史实人物', '字': '思然', '生卒': '？ - 218', '古代籍贯': None, '现代籍贯': None, '介绍': '太医令吉本之子。与兄吉邈、少府耿纪、司直韦晃、金祎等千余人在许昌起事反曹操，败死。'}
{'姓名': '贾范', '拼音': 'jiǎ-fàn', '效忠势力': '东汉', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 238', '古代籍贯': None, '现代籍贯': None, '介绍': '渊将反，范谏曰：“中原待主公以上公之爵，不为卑贱；今若背反，实为不顺。更兼司马懿善能用兵，西蜀诸葛武侯且不能取胜，何况主公乎？”渊大怒，叱武士绑范斩于市。后渊败死，司马懿封其墓而荣其子孙。'}
{'姓名': '蹇硕', '拼音': 'jiǎn-shuò', '效忠势力': '东汉', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 189', '古代籍贯': None, '现代籍贯': None, '介绍': '中常侍。同张让、曹节、段珪等为“十常侍”，为灵帝所宠。帝病笃，硕奏立协，诛何进，以绝后患。帝从之。及帝崩，硕与十常侍商议，秘不发丧，矫诏宣何国舅入宫，欲绝后患，册立皇子协为帝。司马潘隐告进，进乃遣袁绍入宫收硕。硕慌走入御园，花阴下为中常侍郭胜所杀。硕所领禁军，尽皆投顺。'}
{'姓名': '蹇图', '拼音': 'jiǎn-tú', '效忠势力': '东汉', '性别': '男', '是否虚构': '史实人物', '字': None, '生卒': '？ - 174', '古代籍贯': None, '现代籍贯': None, '介绍': '东汉宦官蹇硕的叔叔。曹操在二十岁时被人推举为孝廉，当上了郎官，然后被任命为洛阳北都尉。曹操初到任，立即设五色棒十余条于县之四门，有犯禁者，不避豪贵，一律进行棒责。中常侍蹇硕的叔叔提刀夜行，曹操巡夜拿住，对他进行就地棒责。由是内外莫敢犯者，曹操威名大震。蹇图这个名字出自易中天品三国，另外在王义祥的《曹操大传》里说是蹇昌，而历史上并未记载其名。'}
{'姓名': '姜叙', '拼音': 'jiāng-xù', '效忠势力': '东汉', '性别': '男', '是否虚构': '史实人物', '字': '伯奕', '生卒': '？ - ？', '古代籍贯': '凉州汉阳郡', '现代籍贯': '甘肃天水市西北', '介绍': '与杨阜是姑表兄弟，叙之母是阜之姑。先，杨阜为冀城参军，诈降于马超。后至历城说叙起兵抗超。叙联结梁宽、赵衢、尹奉、赵昂起事，大败超，杀超妻子并至亲十余口，夺冀城。马超败走历城，尽洗城中百姓，杀姜叙老母及尹奉、赵昂全家老幼。'}
